ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4df0-policy_DotProd1000demergemd30cc-de_merge-gs_random-scmd_30cc-origin_milli,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4df0-policy_DotProd1000demergemd30cc-de_merge-gs_random-scmd_30cc-origin_ratio,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4df0-policy_DotProd1000demergemd30cc-de_merge-gs_random-scmd_30cc-origin_q124,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4df0-policy_DotProd1000demergemd30cc-de_merge-gs_random-scmd_30cc-bellman_milli,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4df0-policy_DotProd1000demergemd30cc-de_merge-gs_random-scmd_30cc-bellman_ratio
437845.79,27.15,21.98,374131.28,23.2
437982.62,27.17,22.0,374131.28,23.21
437860.99,27.17,22.0,373722.31,23.19
437809.27,27.19,22.01,373722.31,23.21
437757.55,27.2,22.03,373722.32,23.22
437705.82,27.21,22.04,373722.32,23.24
437654.1,27.23,22.06,373722.37,23.25
437654.1,27.23,22.06,373722.37,23.25
437926.51,27.26,22.08,374096.24,23.28
438288.66,27.29,22.12,373980.01,23.28
437874.87,27.4,22.23,373980.01,23.4
437823.14,27.41,22.24,374581.64,23.45
437823.14,27.41,22.24,374614.84,23.46
437959.97,27.44,22.26,374614.84,23.47
437908.24,27.45,22.28,374614.84,23.48
437856.52,27.46,22.29,374614.84,23.5
437993.35,27.49,22.31,374614.84,23.51
437699.21,27.47,22.3,374396.39,23.5
437647.49,27.49,22.31,374438.83,23.52
437595.77,27.5,22.33,374524.74,23.54
437492.32,27.53,22.36,374774.81,23.58
437629.14,27.55,22.38,374774.81,23.59
437577.42,27.57,22.39,374774.81,23.61
437525.7,27.58,22.41,374779.08,23.62
437473.97,27.59,22.42,374781.18,23.64
437422.25,27.61,22.44,374780.47,23.65
437225.35,27.6,22.43,374550.8,23.64
437173.63,27.61,22.44,374931.12,23.68
437556.22,27.65,22.47,375029.99,23.7
437521.68,27.66,22.49,375151.08,23.72
437304.7,27.65,22.48,374957.79,23.71
437306.15,27.65,22.48,374961.2,23.71
437254.43,27.67,22.49,374961.2,23.72
437254.43,27.67,22.49,374961.2,23.72
437202.7,27.68,22.51,374961.2,23.74
437150.98,27.69,22.52,374961.2,23.75
437150.98,27.69,22.52,374952.43,23.75
436760.92,27.68,22.51,374596.49,23.74
436467.58,27.66,22.49,374342.78,23.73
436415.86,27.68,22.51,374353.26,23.74
435415.86,27.63,22.46,373353.26,23.69
435552.68,27.66,22.48,373346.24,23.71
435500.96,27.67,22.5,373342.78,23.72
435296.83,27.66,22.49,373040.23,23.71
435667.55,27.69,22.52,373586.23,23.75
435615.82,27.71,22.54,373635.78,23.77
435615.82,27.71,22.54,373635.78,23.77
435253.38,27.69,22.52,373282.63,23.75
435259.33,27.69,22.52,373284.27,23.75
435396.16,27.72,22.54,373284.27,23.76
435239.06,27.71,22.54,373125.49,23.75
434239.06,27.66,22.49,372125.49,23.71
434083.41,27.66,22.48,371969.84,23.7
434355.82,27.68,22.51,371969.84,23.71
434304.09,27.7,22.53,371969.84,23.72
434440.92,27.72,22.55,371977.09,23.74
434577.74,27.75,22.57,371977.14,23.75
434948.46,27.78,22.6,371971.01,23.76
434896.74,27.79,22.62,371969.84,23.77
434845.01,27.81,22.63,373302.65,23.87
434793.29,27.82,22.65,373302.65,23.89
434741.56,27.84,22.66,373302.65,23.9
434689.84,27.85,22.68,373367.74,23.92
434638.12,27.86,22.69,373309.06,23.93
434586.39,27.88,22.71,373302.65,23.95
434558.41,27.89,22.72,374001.71,24.01
434195.97,27.88,22.71,373570.43,23.99
434719.71,27.93,22.76,373594.55,24.0
434667.99,27.95,22.77,373594.55,24.02
434616.26,27.96,22.79,373594.55,24.04
434153.88,27.95,22.77,373059.92,24.01
433955.42,27.94,22.76,372935.85,24.01
433903.69,27.95,22.78,372937.24,24.02
433851.97,27.97,22.79,372954.02,24.04
433800.24,27.98,22.81,373239.59,24.07
434162.99,28.01,22.84,372970.76,24.06
434111.27,28.03,22.86,373349.83,24.1
434088.06,28.04,22.87,373373.47,24.12
434036.33,28.06,22.89,373373.47,24.14
433984.61,28.07,22.9,373373.47,24.15
433932.88,28.09,22.92,373373.47,24.17
433934.33,28.09,22.92,373381.08,24.17
433882.61,28.1,22.93,373381.12,24.19
433882.61,28.1,22.93,373381.52,24.19
433830.89,28.12,22.95,373381.54,24.2
433779.16,28.13,22.96,373381.48,24.22
434149.88,28.17,22.99,373744.64,24.25
434098.16,28.18,23.01,373776.51,24.27
434098.16,28.18,23.01,373829.79,24.27
433735.71,28.17,22.99,373441.48,24.25
433683.99,28.18,23.01,373441.48,24.27
433400.11,28.17,23.0,373183.67,24.25
433348.39,28.18,23.01,373183.67,24.27
433296.66,28.2,23.03,373183.68,24.29
433244.94,28.21,23.04,373183.67,24.3
433244.94,28.21,23.04,373205.21,24.3
433381.77,28.24,23.06,373205.21,24.32
433330.04,28.25,23.08,373205.21,24.33
433035.91,28.24,23.07,372921.12,24.32
432984.19,28.25,23.08,373209.37,24.35
432932.46,28.27,23.1,373099.85,24.36
432638.33,28.26,23.08,372846.47,24.35
432586.61,28.27,23.1,372846.47,24.37
432859.01,28.3,23.13,372846.47,24.38
432995.84,28.32,23.15,372852.02,24.39
432944.12,28.34,23.17,372847.05,24.41
433080.94,28.36,23.19,372847.3,24.42
433217.77,28.39,23.22,372846.49,24.43
433166.04,28.4,23.23,372846.47,24.45
433114.32,28.42,23.25,373739.81,24.52
433062.59,28.43,23.26,373739.81,24.54
433010.87,28.45,23.28,373739.81,24.55
433147.7,28.47,23.3,373745.14,24.57
433095.97,28.49,23.32,373748.37,24.58
433044.25,28.5,23.33,373800.12,24.6
432992.52,28.52,23.35,373770.6,24.62
432940.8,28.53,23.36,373978.32,24.65
432889.08,28.55,23.38,373924.38,24.66
432837.35,28.57,23.39,373924.38,24.68
432974.18,28.59,23.42,373924.38,24.69
433111.0,28.61,23.44,373924.38,24.7
433059.28,28.63,23.46,373924.38,24.72
432905.08,28.62,23.45,373770.64,24.71
432853.36,28.64,23.47,373770.64,24.73
432801.63,28.65,23.48,374113.96,24.77
432749.91,28.67,23.5,373965.82,24.77
432698.18,28.68,23.51,374128.08,24.8
432835.01,28.71,23.54,374128.08,24.82
432783.28,28.72,23.55,374128.08,24.83
431783.28,28.68,23.5,373128.08,24.78
432108.65,28.71,23.54,373128.08,24.79
432056.92,28.73,23.55,373130.71,24.81
432427.64,28.76,23.59,373128.09,24.82
432375.92,28.78,23.6,373128.1,24.83
432512.74,28.8,23.63,374130.99,24.91
432461.02,28.82,23.64,374259.57,24.94
432409.3,28.83,23.66,374259.57,24.95
432546.12,28.86,23.68,374259.57,24.97
432682.95,28.88,23.71,374259.97,24.98
432819.77,28.91,23.73,374259.6,24.99
432457.33,28.89,23.72,373865.91,24.98
432405.61,28.91,23.73,373866.01,24.99
432405.61,28.91,23.73,373866.01,24.99
432353.88,28.92,23.75,373909.1,25.01
432146.99,28.99,23.81,373913.79,25.08
432095.26,29.0,23.83,373985.7,25.1
432043.54,29.02,23.85,374439.19,25.15
432414.26,29.05,23.88,374445.91,25.16
432362.53,29.07,23.9,374434.82,25.17
432733.25,29.1,23.93,375315.15,25.24
432681.53,29.12,23.95,375248.68,25.25
432818.35,29.14,23.97,375248.68,25.27
432766.63,29.16,23.99,375248.68,25.28
432714.9,29.18,24.0,375248.68,25.3
432851.73,29.2,24.03,375251.83,25.31
432479.29,29.19,24.01,374935.76,25.3
432616.11,29.21,24.04,374941.7,25.32
432564.39,29.23,24.05,374952.66,25.33
432701.22,29.25,24.08,375064.83,25.36
431701.22,29.2,24.03,374064.83,25.3
431548.95,29.2,24.03,373920.2,25.3
431685.77,29.22,24.05,374681.59,25.36
431323.33,29.21,24.04,374293.48,25.35
431271.61,29.22,24.05,374293.48,25.36
431219.88,29.24,24.07,374293.48,25.38
431168.16,29.26,24.08,374293.48,25.4
431116.43,29.27,24.1,374293.95,25.41
431064.71,29.29,24.12,374293.48,25.43
430770.58,29.28,24.1,373972.84,25.42
430718.85,29.29,24.12,374107.39,25.44
430667.13,29.31,24.14,373986.99,25.45
430803.96,29.33,24.16,374159.34,25.48
430752.23,29.35,24.18,374159.34,25.49
430700.51,29.37,24.19,374159.34,25.51
430837.33,29.39,24.22,374159.34,25.53
430785.61,29.41,24.24,374193.29,25.55
431058.02,29.44,24.27,374207.08,25.56
431006.29,29.46,24.29,374194.52,25.57
431007.74,29.46,24.29,374195.98,25.57
431333.11,29.49,24.32,375087.63,25.65
431703.82,29.53,24.35,375463.12,25.68
431652.1,29.54,24.37,375463.12,25.7
431453.64,29.53,24.36,375342.88,25.69
431590.46,29.56,24.39,375342.88,25.71
431538.74,29.58,24.4,375342.88,25.73
431487.02,29.59,24.42,375344.82,25.74
431124.57,29.58,24.41,374961.01,25.73
431261.4,29.6,24.43,374959.38,25.74
431209.67,29.62,24.45,374959.11,25.76
431580.39,29.66,24.48,375669.05,25.81
431528.67,29.67,24.5,375649.93,25.83
431476.94,29.69,24.52,375649.93,25.85
431425.22,29.71,24.53,375649.93,25.87
431115.45,29.69,24.52,375371.43,25.85
431063.73,29.71,24.54,375373.63,25.87
431012.0,29.73,24.55,375373.8,25.89
430960.28,29.74,24.57,375373.43,25.91
430960.28,29.74,24.57,375373.43,25.91
431097.1,29.77,24.6,375371.43,25.92
431045.38,29.79,24.61,375684.54,25.96
431182.21,29.81,24.64,375734.13,25.98
430829.76,29.8,24.63,375491.98,25.97
431283.14,29.84,24.66,375491.98,25.98
431419.96,29.86,24.69,375491.98,25.99
431368.24,29.88,24.71,375491.98,26.01
431316.52,29.9,24.72,375491.98,26.03
431264.79,29.91,24.74,375493.12,26.04
431635.51,29.95,24.78,375493.45,26.05
431583.79,29.97,24.79,375529.65,26.07
431585.24,29.97,24.79,375532.08,26.07
431545.38,29.98,24.81,376166.68,26.14
431670.34,30.01,24.84,376294.42,26.16
431561.79,30.0,24.83,376186.33,26.15
431566.14,30.0,24.83,376208.68,26.16
431191.04,29.99,24.82,376208.68,26.17
431139.31,30.01,24.84,376208.68,26.18
431276.14,30.03,24.86,376208.68,26.2
431224.42,30.05,24.88,376208.68,26.22
431172.69,30.07,24.9,376237.54,26.24
430810.25,30.05,24.88,375874.17,26.22
430758.53,30.07,24.9,375845.31,26.24
431129.24,30.11,24.93,375845.31,26.25
431077.52,30.12,24.95,376600.49,26.32
430922.02,30.12,24.94,376451.08,26.31
430870.3,30.13,24.96,376451.08,26.33
430818.57,30.15,24.98,376451.08,26.35
430686.85,30.15,24.97,376264.64,26.34
430635.12,30.16,24.99,376282.68,26.36
431072.46,30.2,25.03,376264.64,26.36
431020.73,30.22,25.05,376264.64,26.38
431474.11,30.26,25.09,376821.49,26.43
431422.39,30.28,25.1,376803.42,26.44
431370.66,30.29,25.12,377413.17,26.5
431108.5,30.29,25.11,377036.32,26.49
431245.33,30.31,25.14,377036.32,26.5
431382.16,30.34,25.17,377036.32,26.52
431171.44,30.33,25.16,376865.84,26.51
431119.72,30.35,25.17,376865.84,26.53
431067.99,30.36,25.19,376865.84,26.55
431340.4,30.4,25.23,376884.93,26.56
431288.68,30.42,25.24,377366.67,26.61
431659.39,30.45,25.28,377582.76,26.64
431502.06,30.44,25.27,377424.0,26.63
431450.34,30.46,25.29,377846.45,26.68
431398.62,30.48,25.31,377846.45,26.7
431346.89,30.5,25.33,377846.45,26.72
431295.17,30.52,25.34,377858.0,26.73
431243.44,30.53,25.36,377858.92,26.75
431191.72,30.55,25.38,377851.93,26.77
431140.0,30.57,25.4,378148.29,26.81
430777.55,30.55,25.38,377710.61,26.79
431235.02,30.61,25.44,377987.26,26.83
430674.11,30.59,25.42,377408.77,26.81
430469.97,30.58,25.41,377265.3,26.8
430418.25,30.6,25.43,377265.3,26.82
430366.53,30.62,25.44,377265.3,26.84
430314.8,30.64,25.46,377276.85,26.86
430263.08,30.65,25.48,377293.36,26.88
430633.8,30.69,25.52,377278.43,26.89
430770.62,30.72,25.54,377624.13,26.93
430718.9,30.74,25.56,377747.1,26.96
430667.17,30.75,25.58,377811.91,26.98
430615.45,30.77,25.6,377811.91,27.0
430563.73,30.79,25.62,377811.91,27.02
430512.0,30.81,25.64,377811.91,27.04
430460.28,30.83,25.65,377825.92,27.06
430597.1,30.85,25.68,377820.09,27.07
430597.1,30.85,25.68,377819.11,27.07
430545.38,30.87,25.7,378292.85,27.13
430585.09,30.9,25.73,378239.8,27.14
430443.38,30.91,25.74,378000.93,27.14
430391.66,30.93,25.76,378000.93,27.16
430039.65,30.91,25.74,377609.25,27.14
429987.93,30.93,25.76,377609.25,27.16
429936.21,30.95,25.78,377660.29,27.19
430073.03,30.98,25.81,377627.1,27.2
430021.31,31.0,25.82,377614.4,27.22
429658.87,30.98,25.81,377315.88,27.21
429607.14,31.0,25.83,377729.81,27.26
429603.33,31.02,25.85,377648.13,27.27
429444.78,31.01,25.84,377488.17,27.26
429345.14,31.03,25.86,377334.03,27.27
429481.97,31.06,25.89,377334.03,27.29
429430.24,31.08,25.9,377334.03,27.31
429378.52,31.1,25.92,377335.17,27.33
429326.8,31.11,25.94,377335.24,27.35
429463.62,31.14,25.97,377334.18,27.36
429463.62,31.14,25.97,377318.41,27.36
429411.9,31.16,25.99,377319.31,27.38
429360.17,31.18,26.01,377783.4,27.43
429308.45,31.2,26.03,377675.71,27.45
429256.73,31.22,26.05,377675.71,27.47
429529.13,31.25,26.08,377675.71,27.48
429477.41,31.27,26.1,377696.56,27.5
429848.13,31.31,26.14,377692.05,27.51
430210.87,31.35,26.17,377942.12,27.54
430159.15,31.37,26.19,377995.86,27.56
430119.3,31.39,26.21,378061.58,27.59
430244.25,31.41,26.24,378882.81,27.66
430192.53,31.43,26.26,378882.81,27.68
430140.8,31.45,26.28,378882.81,27.7
430089.08,31.47,26.3,378887.24,27.72
430037.35,31.49,26.32,378887.91,27.74
429985.63,31.51,26.34,378883.77,27.76
429988.53,31.51,26.34,378901.51,27.77
430125.36,31.54,26.37,379176.62,27.8
429993.63,31.53,26.36,379231.53,27.81
430130.46,31.56,26.39,379413.47,27.84
430078.73,31.58,26.41,379332.38,27.86
429724.26,31.57,26.39,378894.57,27.83
429672.54,31.59,26.41,378894.57,27.85
429620.81,31.61,26.43,378894.57,27.87
429982.96,31.65,26.47,378900.62,27.89
429931.24,31.66,26.49,378913.12,27.91
430301.96,31.7,26.53,378901.25,27.92
430007.83,31.69,26.52,378650.54,27.9
429979.85,31.71,26.54,379782.53,28.01
430060.12,31.74,26.57,379860.2,28.03
430008.39,31.76,26.59,379860.2,28.06
430018.54,31.78,26.61,379628.5,28.05
429966.82,31.8,26.63,379628.5,28.08
430420.19,31.84,26.67,379638.2,28.08
430368.47,31.86,26.69,379628.65,28.1
430369.92,31.86,26.69,379632.07,28.1
429894.82,31.84,26.67,379642.26,28.12
429843.1,31.86,26.69,380558.58,28.21
430320.21,31.9,26.73,380269.91,28.19
430164.56,31.89,26.72,380120.14,28.18
430642.1,31.94,26.76,380867.16,28.25
430745.63,31.97,26.8,380722.26,28.26
430655.07,31.97,26.79,380635.89,28.25
431025.78,32.01,26.83,380635.89,28.26
430681.85,31.99,26.82,380361.24,28.25
430630.13,32.01,26.84,380361.24,28.27
430578.4,32.03,26.86,380366.65,28.3
430715.23,32.06,26.89,380366.41,28.31
430852.06,32.09,26.92,380361.24,28.33
431305.43,32.13,26.96,380870.69,28.37
431253.71,32.15,26.98,381004.84,28.41
431201.98,32.17,27.0,381460.04,28.46
431030.28,32.17,26.99,381511.11,28.47
430978.55,32.19,27.01,381511.11,28.49
430926.83,32.21,27.03,381511.11,28.51
430768.28,32.2,27.03,381353.02,28.51
430905.1,32.23,27.06,381353.02,28.52
430552.66,32.21,27.04,380922.61,28.5
430689.49,32.24,27.07,380922.61,28.52
430826.31,32.27,27.1,380967.46,28.54
430774.59,32.29,27.12,380924.01,28.56
430911.41,32.32,27.15,380922.61,28.57
430859.69,32.34,27.17,381680.21,28.65
430807.97,32.36,27.19,381680.21,28.67
430807.97,32.36,27.19,381708.9,28.68
430756.24,32.38,27.21,381708.9,28.7
430704.52,32.41,27.23,381718.63,28.72
430841.34,32.44,27.26,381713.42,28.74
431212.06,32.47,27.3,381709.26,28.75
431348.89,32.5,27.33,381708.9,28.76
431297.16,32.53,27.35,382394.26,28.84
431003.77,32.51,27.34,382163.5,28.83
431382.46,32.55,27.38,382793.35,28.88
431022.05,32.54,27.36,382366.31,28.86
430970.32,32.56,27.38,382366.31,28.88
430918.6,32.58,27.4,382366.31,28.91
430866.88,32.6,27.43,382368.1,28.93
430504.43,32.58,27.41,381971.84,28.91
430452.71,32.6,27.43,381971.06,28.93
430400.99,32.62,27.45,381970.09,28.95
430771.7,32.66,27.49,382211.36,28.98
431142.42,32.7,27.53,382712.64,29.03
430559.63,32.67,27.5,382128.89,29.0
430507.9,32.69,27.52,382271.43,29.03
430512.18,32.69,27.52,382273.01,29.03
430298.13,32.69,27.51,382042.84,29.02
430246.41,32.71,27.53,382042.84,29.04
430194.68,32.73,27.56,382042.84,29.06
430142.96,32.75,27.58,382050.82,29.09
430415.37,32.79,27.61,382050.85,29.1
430363.64,32.81,27.63,382042.84,29.12
430149.6,32.8,27.63,381792.99,29.11
430286.42,32.83,27.66,382357.74,29.17
430665.11,32.87,27.7,382209.66,29.17
431035.83,32.91,27.74,383286.12,29.26
430984.11,32.93,27.76,383287.65,29.29
430827.01,32.92,27.75,383130.55,29.28
430775.28,32.94,27.77,383129.48,29.3
430912.11,32.98,27.8,383129.5,29.32
430916.38,32.98,27.8,383131.93,29.32
430864.66,33.0,27.82,383131.65,29.34
431001.48,33.03,27.86,383131.5,29.36
430949.76,33.05,27.88,383633.25,29.42
431086.59,33.08,27.91,383769.82,29.45
431223.41,33.11,27.94,383856.87,29.47
431171.69,33.13,27.96,383856.87,29.5
430884.54,33.12,27.95,383450.71,29.48
431255.26,33.16,27.99,383450.71,29.49
431633.95,33.2,28.03,383455.34,29.5
431582.22,33.23,28.05,383451.63,29.52
431530.5,33.25,28.07,383450.82,29.54
431667.33,33.28,28.11,383993.46,29.6
431670.23,33.28,28.11,384016.01,29.6
431807.05,33.31,28.14,384347.21,29.65
431755.33,33.33,28.16,384565.16,29.69
431596.94,33.33,28.15,384398.18,29.68
431234.5,33.31,28.14,384189.86,29.68
431371.32,33.34,28.17,384189.86,29.69
431319.6,33.36,28.19,384189.86,29.72
431267.87,33.38,28.21,384189.86,29.74
431216.15,33.41,28.23,384192.08,29.76
431164.42,33.43,28.26,384190.5,29.79
431112.7,33.45,28.28,384189.86,29.81
431060.98,33.47,28.3,384494.52,29.86
431333.38,33.51,28.34,384669.5,29.88
430972.97,33.49,28.32,384272.72,29.86
430921.25,33.52,28.34,384272.72,29.89
430869.52,33.54,28.37,384272.72,29.91
430817.8,33.56,28.39,384272.92,29.93
430766.07,33.58,28.41,384275.1,29.96
430714.35,33.6,28.43,384314.27,29.98
430686.37,33.63,28.46,384961.66,30.06
431544.03,33.71,28.54,385274.46,30.09
431492.31,33.73,28.56,385274.46,30.12
431863.03,33.77,28.6,385274.46,30.13
431811.3,33.79,28.62,385274.46,30.15
431277.95,33.78,28.61,384718.76,30.13
431226.23,33.8,28.63,384737.88,30.16
431174.5,33.82,28.65,384734.33,30.18
431146.52,33.85,28.68,385612.21,30.27
431581.74,33.91,28.74,385845.8,30.32
431190.24,33.89,28.72,385459.76,30.3
431138.52,33.91,28.74,385459.76,30.32
431086.79,33.94,28.76,385459.76,30.34
430631.94,33.93,28.75,384862.72,30.32
430580.21,33.95,28.78,384862.72,30.34
430528.49,33.97,28.8,384871.56,30.37
430324.36,33.96,28.79,384700.31,30.36
430272.63,33.98,28.81,384692.48,30.38
430643.35,34.03,28.85,384691.47,30.4
430486.25,34.02,28.85,384532.69,30.39
430434.53,34.04,28.87,384917.02,30.44
430434.53,34.04,28.87,384917.02,30.44
430382.8,34.06,28.89,384927.72,30.47
430331.08,34.09,28.91,384927.72,30.49
430693.23,34.13,28.96,384927.72,30.5
430641.51,34.15,28.98,384927.74,30.53
430778.33,34.19,29.01,384927.72,30.55
430726.61,34.21,29.04,385018.78,30.58
430674.89,34.23,29.06,385120.56,30.61
430312.44,34.22,29.04,384785.53,30.6
430068.31,34.2,29.03,384547.77,30.58
430016.59,34.23,29.06,384479.5,30.6
429964.86,34.25,29.08,384967.81,30.67
430101.69,34.28,29.11,384967.81,30.69
430049.97,34.31,29.13,384967.81,30.71
429766.09,34.29,29.12,384660.36,30.69
429714.36,34.32,29.14,384660.36,30.72
429986.77,34.36,29.18,384665.59,30.73
430123.6,34.39,29.22,384668.83,30.76
430260.42,34.42,29.25,384667.51,30.77
430397.25,34.46,29.28,384669.34,30.79
430401.6,34.46,29.28,384670.68,30.8
430349.87,34.48,29.31,385740.59,30.91
430486.7,34.51,29.34,385740.59,30.93
430623.53,34.55,29.37,385740.59,30.95
430948.89,34.59,29.42,385740.59,30.96
430897.17,34.61,29.44,385742.39,30.99
431275.86,34.66,29.48,385847.85,31.01
431224.13,34.68,29.51,385854.05,31.03
431594.85,34.72,29.55,387168.85,31.15
431390.72,34.71,29.54,386917.72,31.13
431338.99,34.74,29.56,387041.61,31.17
431287.27,34.76,29.59,387041.61,31.19
431128.72,34.75,29.58,386882.83,31.19
430768.31,34.74,29.56,386597.14,31.17
430405.86,34.72,29.55,386160.87,31.15
430354.14,34.74,29.57,386160.87,31.18
430490.97,34.78,29.6,386160.87,31.2
430439.24,34.8,29.63,386309.01,31.23
430387.52,34.83,29.65,386205.05,31.25
430781.98,34.87,29.7,387496.86,31.37
431367.14,34.95,29.77,387589.23,31.4
431168.68,34.94,29.76,387447.71,31.39
430526.73,34.91,29.74,386688.87,31.36
430897.45,34.96,29.78,386688.87,31.37
429897.45,34.9,29.73,385688.87,31.31
430034.28,34.94,29.77,385688.87,31.33
429982.55,34.96,29.79,385688.87,31.36
429930.83,34.99,29.81,385688.87,31.39
429879.1,35.01,29.84,385688.87,31.41
429879.1,35.01,29.84,385688.87,31.41
430249.82,35.05,29.88,386219.52,31.47
430198.1,35.08,29.91,386431.73,31.51
430334.92,35.11,29.94,386762.16,31.56
429972.48,35.1,29.92,386563.66,31.55
429972.48,35.1,29.92,386563.66,31.55
430109.31,35.13,29.96,386563.66,31.57
430109.31,35.13,29.96,386563.66,31.57
429950.76,35.12,29.95,386412.3,31.57
429588.32,35.11,29.93,386014.77,31.55
429536.59,35.13,29.96,386014.77,31.57
429907.31,35.17,30.0,386014.77,31.58
430044.14,35.21,30.04,386020.7,31.6
429992.41,35.23,30.06,386027.0,31.63
429629.97,35.22,30.05,386018.94,31.64
429766.79,35.25,30.08,386014.77,31.66
429715.07,35.28,30.1,386753.1,31.75
429663.35,35.3,30.13,386633.46,31.77
429611.62,35.33,30.15,386633.46,31.79
429559.9,35.35,30.18,386634.04,31.82
429508.17,35.38,30.2,386633.46,31.84
429870.33,35.42,30.25,386634.85,31.86
429870.33,35.42,30.25,386634.85,31.86
429818.6,35.45,30.27,386633.63,31.89
429487.2,35.43,30.26,386314.1,31.87
429849.36,35.48,30.3,386918.81,31.93
429797.63,35.5,30.33,387010.62,31.97
429745.91,35.53,30.35,387103.19,32.0
429694.19,35.55,30.38,387103.19,32.03
429642.46,35.58,30.4,387103.19,32.05
429590.74,35.6,30.43,387105.07,32.08
429306.86,35.59,30.42,386868.95,32.07
429255.14,35.61,30.44,386867.23,32.1
429203.41,35.64,30.47,386868.35,32.12
429151.69,35.66,30.49,386868.61,32.15
429530.38,35.71,30.54,387283.45,32.2
429667.2,35.74,30.57,387484.25,32.24
429615.48,35.77,30.6,387484.25,32.26
429563.75,35.8,30.62,387484.25,32.29
429512.03,35.82,30.65,387489.38,32.32
429460.31,35.85,30.67,387490.6,32.34
429408.58,35.87,30.7,387491.04,32.37
429412.93,35.87,30.7,387492.38,32.37
429549.76,35.91,30.74,387520.5,32.39
429509.9,35.93,30.76,387611.51,32.43
429446.31,35.96,30.79,387674.15,32.46
429394.58,35.99,30.81,387674.15,32.49
429342.86,36.01,30.84,387674.15,32.52
429479.69,36.05,30.87,387674.15,32.54
429427.96,36.07,30.9,387677.2,32.57
429564.79,36.11,30.94,387675.99,32.59
429513.06,36.14,30.96,387674.15,32.62
429461.34,36.16,30.99,387674.15,32.64
429409.62,36.19,31.01,388051.84,32.7
429546.44,36.22,31.05,388051.84,32.72
429494.72,36.25,31.08,388051.84,32.75
429631.54,36.29,31.11,388051.84,32.77
429768.37,36.32,31.15,388061.19,32.8
429417.96,36.31,31.13,387711.87,32.78
429690.36,36.35,31.18,387707.32,32.8
429638.64,36.38,31.2,387702.52,32.83
429586.91,36.4,31.23,388600.05,32.93
429535.19,36.43,31.26,388564.57,32.95
429483.47,36.46,31.28,388564.57,32.98
429620.29,36.49,31.32,388564.57,33.01
429568.57,36.52,31.35,388564.57,33.03
429516.84,36.55,31.37,388612.2,33.07
429465.12,36.57,31.4,388608.74,33.09
429437.14,36.6,31.43,388620.9,33.12
429786.67,36.65,31.48,389298.6,33.2
429691.21,36.67,31.5,389131.69,33.21
429639.48,36.7,31.53,389131.69,33.24
429587.76,36.73,31.55,389131.69,33.27
429536.04,36.75,31.58,389143.4,33.3
429484.31,36.78,31.61,389155.83,33.33
429855.03,36.83,31.65,389135.01,33.34
429855.03,36.83,31.65,389109.32,33.34
429991.86,36.86,31.69,389109.47,33.36
429639.41,36.85,31.68,389454.97,33.4
429599.56,36.88,31.7,389356.68,33.42
429987.47,36.93,31.75,389770.85,33.47
429703.59,36.91,31.74,389503.39,33.46
429651.87,36.94,31.77,389503.39,33.49
429600.14,36.97,31.79,389503.39,33.52
429548.42,36.99,31.82,389511.59,33.55
429496.69,37.02,31.85,389505.78,33.57
429156.88,37.0,31.83,389168.66,33.56
429105.16,37.03,31.86,389166.49,33.58
429053.44,37.06,31.89,389287.63,33.62
429001.71,37.09,31.91,389167.36,33.64
428621.66,37.07,31.9,388832.51,33.63
428621.66,37.07,31.9,388848.52,33.63
428463.11,37.06,31.89,388689.97,33.62
428411.38,37.09,31.91,388688.89,33.65
428359.66,37.11,31.94,388688.89,33.68
428307.94,37.14,31.97,388688.89,33.71
428256.21,37.17,32.0,388756.1,33.74
428393.04,37.21,32.04,388702.65,33.76
428393.04,37.21,32.04,388702.65,33.76
428186.14,37.32,32.15,388876.46,33.89
427992.01,37.31,32.14,388712.81,33.89
427940.29,37.34,32.17,388712.81,33.91
427940.29,37.34,32.17,388712.81,33.91
427888.56,37.37,32.19,388712.81,33.94
427836.84,37.39,32.22,389106.9,34.01
427423.04,37.62,32.45,389106.9,34.25
427371.32,37.65,32.48,389320.39,34.3
427543.76,37.69,32.52,389143.52,34.31
427668.71,37.73,32.56,388849.21,34.3
427641.16,37.76,32.59,389310.13,34.38
427541.52,37.78,32.61,389089.91,34.39
427912.24,37.83,32.66,389089.91,34.4
427860.52,37.86,32.69,389089.91,34.43
427997.34,37.9,32.73,389089.91,34.46
428134.17,37.94,32.77,389099.92,34.48
427720.38,38.17,33.0,389099.92,34.73
427668.65,38.2,33.03,389108.73,34.76
427616.93,38.23,33.06,389121.42,34.79
427565.2,38.26,33.09,389089.91,34.82
427513.48,38.29,33.12,389905.4,34.92
427785.89,38.34,33.17,389905.4,34.94
427922.71,38.38,33.21,389905.4,34.97
427870.99,38.41,33.24,389905.4,35.0
427819.26,38.44,33.27,389924.34,35.03
427767.54,38.47,33.3,389908.27,35.06
427553.49,38.46,33.29,389655.93,35.05
428073.72,38.52,33.34,390137.44,35.1
428073.72,38.52,33.34,390145.3,35.1
