ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4df0-policy_DotProd1000demergemd30cc-de_merge-gs_random-scmd_30cc-origin_milli,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4df0-policy_DotProd1000demergemd30cc-de_merge-gs_random-scmd_30cc-origin_ratio,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4df0-policy_DotProd1000demergemd30cc-de_merge-gs_random-scmd_30cc-origin_q124,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4df0-policy_DotProd1000demergemd30cc-de_merge-gs_random-scmd_30cc-bellman_milli,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4df0-policy_DotProd1000demergemd30cc-de_merge-gs_random-scmd_30cc-bellman_ratio
425223.68,9.21,4.04,195561.09,4.24
425360.5,9.21,4.04,195558.56,4.24
424885.4,9.2,4.03,195030.88,4.23
425022.23,9.21,4.04,195431.51,4.23
424975.13,9.21,4.04,195382.73,4.23
424923.4,9.21,4.04,194984.86,4.23
424871.68,9.21,4.04,195549.48,4.24
425242.4,9.22,4.05,195549.48,4.24
425190.67,9.22,4.05,195549.48,4.24
424896.54,9.21,4.04,195254.19,4.23
424896.54,9.21,4.04,195290.62,4.23
424844.82,9.21,4.04,195293.15,4.24
425215.54,9.22,4.05,195312.87,4.24
425219.81,9.22,4.05,195314.42,4.24
424857.37,9.22,4.04,195292.17,4.24
424805.64,9.22,4.05,195292.23,4.24
425176.36,9.23,4.05,196004.75,4.25
425136.51,9.23,4.06,196096.53,4.26
425213.73,9.23,4.06,196333.67,4.26
425162.0,9.23,4.06,196333.67,4.26
425298.83,9.24,4.06,196333.67,4.26
425247.11,9.24,4.07,196334.09,4.27
425091.41,9.24,4.06,196182.6,4.26
425039.68,9.24,4.06,196183.87,4.26
424987.96,9.24,4.06,196183.7,4.26
425358.68,9.25,4.07,196182.17,4.26
424996.24,9.24,4.07,196545.84,4.27
425516.46,9.25,4.08,196546.67,4.27
425326.66,9.25,4.08,196360.92,4.27
425697.38,9.26,4.08,196360.92,4.27
425645.66,9.26,4.09,196360.92,4.27
425593.93,9.26,4.09,196360.92,4.27
425542.21,9.26,4.09,196573.59,4.28
425386.56,9.26,4.08,196419.0,4.27
425431.95,9.26,4.09,196973.1,4.29
425380.22,9.26,4.09,196823.98,4.28
425521.55,9.26,4.09,198307.91,4.32
425469.82,9.27,4.09,198307.91,4.32
425612.22,9.27,4.1,197663.01,4.31
425982.94,9.28,4.11,197663.01,4.31
425931.22,9.28,4.11,197668.82,4.31
426301.94,9.29,4.12,197680.27,4.31
426672.65,9.3,4.13,197923.58,4.31
426945.06,9.31,4.13,197895.21,4.31
426723.77,9.3,4.13,197598.57,4.31
426672.05,9.3,4.13,197407.09,4.3
426620.33,9.3,4.13,199201.5,4.34
426568.6,9.31,4.13,199201.5,4.35
426516.88,9.31,4.13,199201.5,4.35
426395.42,9.3,4.13,198836.37,4.34
426532.25,9.31,4.14,198836.37,4.34
426910.94,9.32,4.15,198837.17,4.34
427047.76,9.32,4.15,198836.37,4.34
426996.04,9.32,4.15,198836.37,4.34
426944.31,9.33,4.15,198836.37,4.34
426892.59,9.33,4.15,199657.89,4.36
426840.86,9.33,4.15,199657.89,4.36
426840.86,9.33,4.15,199657.97,4.36
426480.45,9.32,4.15,199259.74,4.35
426428.73,9.32,4.15,199259.74,4.36
426377.0,9.32,4.15,199259.74,4.36
426325.28,9.32,4.15,199296.8,4.36
426462.11,9.33,4.15,199274.13,4.36
426832.82,9.34,4.16,199276.25,4.36
426969.65,9.34,4.17,199259.74,4.36
426917.93,9.34,4.17,200075.08,4.38
426809.38,9.34,4.17,199966.99,4.38
426446.93,9.33,4.16,199571.63,4.37
426395.21,9.33,4.16,199571.63,4.37
426765.93,9.34,4.17,199571.63,4.37
426385.87,9.34,4.16,199225.69,4.36
426334.15,9.34,4.16,199225.69,4.36
426282.43,9.34,4.16,199266.19,4.36
426419.25,9.34,4.17,199229.45,4.36
426872.63,9.35,4.18,199748.42,4.38
426820.9,9.35,4.18,199923.96,4.38
426769.18,9.35,4.18,200212.58,4.39
426717.45,9.36,4.18,200212.58,4.39
426665.73,9.36,4.18,200212.58,4.39
426614.01,9.36,4.18,200212.58,4.39
426317.3,9.35,4.18,200068.9,4.39
426265.58,9.35,4.18,200125.1,4.39
426051.53,9.35,4.18,199870.25,4.39
426188.36,9.35,4.18,199815.17,4.39
426136.64,9.35,4.18,199814.05,4.39
426507.35,9.36,4.19,199837.87,4.39
426644.18,9.37,4.2,200630.57,4.41
426592.46,9.37,4.2,200630.57,4.41
426460.73,9.37,4.19,200486.26,4.4
426409.01,9.37,4.19,200486.26,4.4
426357.28,9.37,4.2,200491.39,4.41
426629.69,9.38,4.2,200489.7,4.41
426577.96,9.38,4.2,200489.02,4.41
426526.24,9.38,4.2,200863.43,4.42
426486.39,9.38,4.21,200706.59,4.41
426426.35,9.38,4.21,200817.47,4.42
426797.07,9.39,4.22,200817.47,4.42
426798.52,9.39,4.22,200819.15,4.42
426935.35,9.39,4.22,200819.15,4.42
426521.55,9.4,4.23,200819.15,4.43
426892.27,9.41,4.24,200822.54,4.43
426840.55,9.41,4.24,200822.74,4.43
426840.55,9.41,4.24,200829.94,4.43
426788.82,9.41,4.24,200826.35,4.43
426737.1,9.41,4.24,201607.33,4.45
426697.25,9.41,4.24,201772.03,4.45
426486.53,9.41,4.24,201549.85,4.45
426563.75,9.41,4.24,201766.55,4.45
426512.03,9.41,4.24,201766.55,4.45
426460.3,9.42,4.24,201766.55,4.45
426408.58,9.42,4.24,201766.55,4.46
426356.85,9.42,4.24,201766.96,4.46
426735.54,9.43,4.25,201827.2,4.46
427106.26,9.44,4.26,201980.51,4.46
427243.09,9.44,4.27,202057.4,4.46
427191.36,9.44,4.27,202260.88,4.47
427139.64,9.44,4.27,202929.94,4.49
427276.46,9.45,4.27,202929.94,4.49
427025.06,9.44,4.27,202556.55,4.48
426973.33,9.44,4.27,202556.55,4.48
427344.05,9.45,4.28,202556.55,4.48
427480.88,9.46,4.28,202556.55,4.48
427377.43,9.46,4.29,203223.53,4.5
427325.71,9.46,4.29,203234.81,4.5
427028.01,9.45,4.28,202933.6,4.49
427164.84,9.46,4.29,202933.6,4.49
427301.66,9.46,4.29,202933.6,4.49
427304.56,9.46,4.29,202960.31,4.49
427304.56,9.46,4.29,202960.31,4.49
427441.39,9.47,4.3,202960.31,4.5
427441.39,9.47,4.3,202955.27,4.5
427078.95,9.46,4.29,202714.52,4.49
427027.22,9.46,4.29,202717.17,4.49
427027.22,9.46,4.29,202709.55,4.49
427397.94,9.47,4.3,202708.88,4.49
427768.66,9.48,4.31,203419.0,4.51
427716.94,9.48,4.31,203628.86,4.51
427665.21,9.48,4.31,203921.8,4.52
427613.49,9.48,4.31,203921.8,4.52
427613.49,9.48,4.31,203921.8,4.52
427750.31,9.49,4.32,203921.8,4.52
427506.07,9.48,4.31,203689.42,4.52
427454.34,9.48,4.31,203689.42,4.52
427402.62,9.49,4.31,203691.98,4.52
427350.89,9.49,4.31,203692.44,4.52
427487.72,9.49,4.32,203698.01,4.52
427435.99,9.49,4.32,203727.31,4.52
427384.27,9.49,4.32,204067.5,4.53
427011.83,9.49,4.31,203901.09,4.53
426960.1,9.49,4.31,203901.09,4.53
427096.93,9.49,4.32,203901.09,4.53
427233.76,9.5,4.32,203901.09,4.53
427370.58,9.5,4.33,203910.44,4.53
427318.86,9.5,4.33,203922.83,4.53
427591.26,9.51,4.34,203917.49,4.53
427370.55,9.5,4.33,203694.04,4.53
427156.51,9.5,4.33,203426.29,4.52
427293.33,9.51,4.33,203431.7,4.53
427241.61,9.51,4.33,204489.9,4.55
427189.88,9.51,4.33,204489.9,4.55
427627.22,9.52,4.35,204489.9,4.55
427575.49,9.52,4.35,204490.17,4.55
427581.45,9.52,4.35,204539.43,4.55
427529.72,9.52,4.35,204539.17,4.55
427478.0,9.52,4.35,204539.17,4.56
427273.87,9.52,4.34,204336.41,4.55
427727.24,9.53,4.36,204804.76,4.56
428052.61,9.54,4.36,205516.45,4.58
427732.61,9.53,4.36,205196.45,4.57
427680.88,9.53,4.36,205441.08,4.58
427629.16,9.53,4.36,205441.08,4.58
427765.99,9.54,4.36,205441.08,4.58
427902.81,9.54,4.37,205441.08,4.58
427606.11,9.54,4.36,205128.87,4.57
427554.39,9.54,4.36,205132.3,4.58
427554.39,9.54,4.36,205129.47,4.58
427691.21,9.54,4.37,205130.49,4.58
427639.49,9.54,4.37,205129.1,4.58
427776.31,9.55,4.37,205126.03,4.58
427724.59,9.55,4.38,205882.93,4.6
427672.86,9.55,4.38,205882.93,4.6
427621.14,9.55,4.38,205882.93,4.6
427569.42,9.55,4.38,205882.93,4.6
427517.69,9.55,4.38,206013.52,4.6
427654.52,9.56,4.38,205927.11,4.6
427791.34,9.56,4.39,205885.56,4.6
427470.99,9.56,4.38,205537.05,4.59
427419.26,9.56,4.38,206036.68,4.61
427220.8,9.55,4.38,205812.86,4.6
427599.49,9.56,4.39,206009.06,4.61
427239.08,9.55,4.38,205759.39,4.6
427564.44,9.56,4.39,205759.39,4.6
427512.72,9.56,4.39,205759.39,4.6
427883.43,9.57,4.4,205759.39,4.6
427831.71,9.57,4.4,205759.39,4.6
427779.99,9.58,4.4,205815.22,4.61
426779.99,9.56,4.38,204815.22,4.59
427150.7,9.56,4.39,205363.56,4.6
427098.98,9.57,4.39,205416.54,4.6
427047.26,9.57,4.39,205866.33,4.61
426760.17,9.56,4.39,205775.35,4.61
426708.44,9.56,4.39,205775.35,4.61
426656.72,9.56,4.39,205775.35,4.61
426604.99,9.56,4.39,206100.95,4.62
426553.27,9.56,4.39,206188.34,4.62
426501.55,9.57,4.39,205816.9,4.62
426642.87,9.57,4.4,206748.79,4.64
426642.87,9.57,4.4,206748.79,4.64
427471.39,9.59,4.42,206901.52,4.64
427743.79,9.6,4.43,206901.52,4.64
427692.07,9.6,4.43,206901.52,4.64
427640.35,9.6,4.43,206911.97,4.65
427588.62,9.6,4.43,206905.77,4.65
427536.9,9.6,4.43,206904.47,4.65
427833.05,9.61,4.44,207846.83,4.67
427769.45,9.61,4.44,207379.42,4.66
427532.56,9.61,4.43,207032.1,4.65
427415.29,9.61,4.43,207263.54,4.66
427363.56,9.61,4.43,207263.54,4.66
426778.55,9.6,4.42,206677.37,4.65
426726.82,9.6,4.42,206677.37,4.65
426374.38,9.59,4.42,206175.68,4.64
426160.34,9.59,4.41,206029.11,4.63
426108.61,9.59,4.41,206102.38,4.64
426056.89,9.59,4.42,206031.42,4.64
426005.17,9.59,4.42,206070.66,4.64
426496.91,9.6,4.43,207486.37,4.67
426338.36,9.6,4.43,207328.05,4.67
427042.3,9.61,4.44,207198.18,4.67
427042.3,9.61,4.44,207198.18,4.67
426990.58,9.62,4.44,207198.18,4.67
426469.56,9.61,4.43,206698.41,4.66
426417.83,9.61,4.43,206698.41,4.66
426554.66,9.61,4.44,206698.41,4.66
426691.49,9.62,4.44,206701.63,4.66
426639.76,9.62,4.45,206702.84,4.66
427010.48,9.63,4.45,206698.41,4.66
426958.76,9.63,4.46,207393.09,4.68
426907.03,9.63,4.46,207464.63,4.68
426855.31,9.63,4.46,207464.63,4.68
426855.31,9.63,4.46,207464.63,4.68
426803.58,9.63,4.46,207464.63,4.68
426751.86,9.63,4.46,207464.63,4.68
426389.42,9.63,4.45,207122.8,4.68
426129.58,9.62,4.45,206865.18,4.67
426077.85,9.62,4.45,206866.08,4.67
426026.13,9.62,4.45,207273.38,4.68
426394.35,9.63,4.46,207605.09,4.69
426356.48,9.63,4.46,207045.48,4.68
426304.75,9.63,4.46,207045.48,4.68
426441.58,9.64,4.47,207045.48,4.68
426894.95,9.65,4.48,207045.48,4.68
427265.67,9.66,4.49,207055.52,4.68
427213.95,9.66,4.49,207053.64,4.68
427162.22,9.66,4.49,207071.01,4.68
427299.05,9.67,4.49,207060.21,4.68
427190.5,9.66,4.49,206952.11,4.68
426715.4,9.65,4.48,207713.51,4.7
426663.68,9.66,4.48,207753.34,4.7
426800.5,9.66,4.49,207753.34,4.7
426748.78,9.66,4.49,207753.34,4.7
426386.34,9.65,4.48,207403.8,4.7
426334.61,9.66,4.48,207403.8,4.7
426787.99,9.67,4.49,207404.8,4.7
426736.26,9.67,4.49,207405.65,4.7
426684.54,9.67,4.5,207403.8,4.7
426632.82,9.67,4.5,208053.22,4.72
426581.09,9.67,4.5,208086.77,4.72
426529.37,9.67,4.5,208086.77,4.72
426666.19,9.68,4.5,208086.77,4.72
426666.19,9.68,4.5,208073.66,4.72
426614.47,9.68,4.5,208073.66,4.72
426562.74,9.68,4.51,208221.8,4.72
426511.02,9.68,4.51,208250.14,4.73
426597.51,9.68,4.51,208379.98,4.73
426300.81,9.68,4.51,208082.81,4.72
426835.61,9.69,4.52,208773.97,4.74
426783.89,9.69,4.52,208773.97,4.74
426786.79,9.69,4.52,208791.26,4.74
426735.06,9.69,4.52,208791.26,4.74
426150.05,9.68,4.51,208173.78,4.73
426098.32,9.68,4.51,208173.78,4.73
426370.73,9.69,4.52,208314.7,4.74
426890.96,9.7,4.53,208436.4,4.74
427027.78,9.71,4.54,208456.6,4.74
426987.93,9.71,4.54,208233.2,4.74
426992.35,9.71,4.54,209407.76,4.76
426572.93,9.7,4.53,208885.35,4.75
426521.21,9.71,4.53,208885.35,4.75
426958.54,9.72,4.54,208885.35,4.75
427095.37,9.72,4.55,208885.37,4.75
427232.19,9.73,4.55,208885.35,4.76
427077.99,9.72,4.55,208732.59,4.75
427026.27,9.72,4.55,208732.59,4.75
426612.48,9.73,4.56,208732.59,4.76
426749.3,9.74,4.56,208732.59,4.76
426697.58,9.74,4.57,209613.98,4.78
426645.85,9.74,4.57,209774.35,4.79
426594.13,9.74,4.57,209774.35,4.79
426542.41,9.74,4.57,209777.99,4.79
426212.12,9.73,4.56,209433.01,4.78
426160.4,9.74,4.56,209435.09,4.78
426108.68,9.74,4.56,209562.19,4.79
426470.83,9.75,4.57,209442.37,4.79
426419.11,9.75,4.57,209463.31,4.79
425769.11,9.73,4.56,208813.31,4.77
426234.35,9.74,4.57,209847.32,4.8
426170.76,9.75,4.57,209712.09,4.8
426119.03,9.75,4.57,209712.09,4.8
426067.31,9.75,4.58,209712.09,4.8
425775.19,9.74,4.57,209393.11,4.79
426145.9,9.75,4.58,209395.59,4.79
426282.73,9.76,4.58,209393.14,4.79
426231.0,9.76,4.59,209393.11,4.79
426179.28,9.76,4.59,209689.65,4.8
426127.56,9.76,4.59,209593.9,4.8
426104.89,9.76,4.59,210057.9,4.81
426053.17,9.76,4.59,210057.9,4.81
426190.0,9.77,4.6,210057.9,4.81
426138.27,9.77,4.6,210058.58,4.82
425748.22,9.76,4.59,209643.79,4.81
426118.94,9.77,4.6,209645.48,4.81
426067.21,9.77,4.6,209644.34,4.81
426015.49,9.77,4.6,209938.89,4.82
425963.76,9.77,4.6,209811.4,4.81
425912.04,9.77,4.6,210189.73,4.82
425790.0,9.77,4.6,210135.73,4.82
425790.0,9.77,4.6,210125.19,4.82
425738.28,9.77,4.6,210125.19,4.82
425445.05,9.77,4.59,209853.63,4.82
425445.05,9.77,4.59,209853.63,4.82
425446.5,9.77,4.59,209860.37,4.82
425394.78,9.77,4.6,209860.37,4.82
425343.05,9.77,4.6,210025.52,4.82
425291.33,9.77,4.6,209877.03,4.82
425239.61,9.77,4.6,209905.16,4.82
425187.88,9.77,4.6,210125.82,4.83
425136.16,9.77,4.6,209962.24,4.83
425084.43,9.77,4.6,209860.37,4.83
425032.71,9.78,4.6,209860.37,4.83
424980.99,9.78,4.6,209860.37,4.83
425253.39,9.78,4.61,209863.17,4.83
425201.67,9.79,4.61,209863.15,4.83
425149.94,9.79,4.61,209860.37,4.83
425286.77,9.79,4.62,209860.37,4.83
425235.05,9.79,4.62,210419.43,4.85
425183.32,9.79,4.62,210342.67,4.85
425131.6,9.79,4.62,210342.67,4.85
425079.87,9.8,4.62,210342.67,4.85
425079.87,9.8,4.62,210342.67,4.85
425028.15,9.8,4.62,210347.86,4.85
425164.97,9.8,4.63,210345.31,4.85
425164.97,9.8,4.63,210375.98,4.85
425113.25,9.8,4.63,210374.43,4.85
425061.53,9.8,4.63,210373.34,4.85
425432.24,9.81,4.64,210919.94,4.87
425380.52,9.81,4.64,210919.95,4.87
425328.8,9.82,4.64,210919.95,4.87
425277.07,9.82,4.64,210919.95,4.87
425225.35,9.82,4.65,211013.87,4.87
425173.62,9.82,4.65,211030.16,4.87
425446.03,9.83,4.65,211460.67,4.88
425083.59,9.82,4.65,211162.06,4.88
425220.41,9.82,4.65,210927.6,4.87
425357.24,9.83,4.66,211052.18,4.88
425794.58,9.84,4.67,211848.86,4.9
425742.85,9.84,4.67,211848.86,4.9
425422.49,9.84,4.66,211500.44,4.89
425694.9,9.84,4.67,211500.44,4.89
425643.18,9.84,4.67,211636.28,4.89
425780.0,9.85,4.68,211551.04,4.89
425728.28,9.85,4.68,211512.97,4.89
425700.3,9.85,4.68,212285.41,4.91
425734.5,9.85,4.68,212285.56,4.91
425600.43,9.85,4.68,212040.44,4.91
425971.14,9.86,4.69,212040.44,4.91
425971.14,9.86,4.69,212036.67,4.91
425919.42,9.86,4.69,212036.67,4.91
426056.25,9.87,4.7,212036.67,4.91
426004.52,9.87,4.7,212049.26,4.91
426004.52,9.87,4.7,212068.5,4.91
425952.8,9.87,4.7,212057.26,4.91
426089.62,9.88,4.7,212055.91,4.92
426226.45,9.88,4.71,212887.91,4.94
426174.72,9.88,4.71,212875.78,4.94
426123.0,9.88,4.71,212875.78,4.94
425828.87,9.88,4.71,212611.79,4.93
425777.15,9.88,4.71,212611.79,4.93
425725.42,9.88,4.71,212611.79,4.93
425862.25,9.89,4.71,212614.1,4.94
425810.52,9.89,4.71,212612.5,4.94
425758.8,9.89,4.72,213033.27,4.95
425754.98,9.89,4.72,212963.73,4.95
425460.85,9.88,4.71,212660.2,4.94
425549.77,9.89,4.72,212674.78,4.94
425498.05,9.89,4.72,212674.78,4.94
425284.0,9.88,4.71,212632.15,4.94
425420.83,9.89,4.72,212632.15,4.94
425557.65,9.89,4.72,212632.15,4.94
425505.93,9.9,4.72,212634.25,4.94
425285.52,9.89,4.72,212402.06,4.94
425182.07,9.89,4.72,212399.96,4.94
425130.35,9.89,4.72,212874.62,4.95
425078.63,9.9,4.72,212762.67,4.95
425026.9,9.9,4.72,212762.67,4.95
425547.13,9.91,4.74,212762.67,4.95
425391.48,9.91,4.73,212608.09,4.95
425339.75,9.91,4.73,212608.09,4.95
425288.03,9.91,4.74,212608.09,4.95
425658.75,9.92,4.75,212610.26,4.95
425607.02,9.92,4.75,212609.22,4.95
425555.3,9.92,4.75,212901.71,4.96
426082.95,9.93,4.76,213550.06,4.98
426031.23,9.93,4.76,213679.5,4.98
425979.51,9.93,4.76,213679.5,4.98
425927.78,9.94,4.76,213679.5,4.98
425677.87,9.93,4.76,213391.76,4.98
425950.28,9.94,4.77,213528.38,4.98
425781.22,9.94,4.76,213321.24,4.98
425729.49,9.94,4.76,213230.56,4.98
426100.21,9.95,4.77,213238.36,4.98
427040.8,9.97,4.8,215594.06,5.03
427313.21,9.98,4.81,215594.06,5.03
427261.49,9.98,4.81,215594.06,5.04
427209.76,9.98,4.81,215661.53,5.04
427777.42,10.0,4.82,215662.1,5.04
427914.25,10.0,4.83,215610.84,5.04
427862.53,10.0,4.83,215595.34,5.04
427810.8,10.0,4.83,216075.62,5.05
428095.08,10.01,4.84,216252.71,5.06
428220.03,10.02,4.84,216553.9,5.07
428356.86,10.02,4.85,216553.9,5.07
428305.14,10.02,4.85,216553.9,5.07
428253.41,10.02,4.85,216553.9,5.07
428201.69,10.02,4.85,216598.89,5.07
428474.09,10.03,4.86,216617.69,5.07
428478.75,10.03,4.86,216639.33,5.07
428615.58,10.04,4.86,216580.84,5.07
428563.85,10.04,4.87,217301.28,5.09
428700.68,10.04,4.87,217445.58,5.09
428837.5,10.05,4.88,217445.58,5.1
428837.5,10.05,4.88,217445.58,5.1
428974.33,10.05,4.88,217445.58,5.1
428922.6,10.05,4.88,217445.58,5.1
428870.88,10.06,4.88,217487.27,5.1
429007.71,10.06,4.89,217460.8,5.1
428955.98,10.06,4.89,217471.26,5.1
428797.43,10.06,4.89,217312.48,5.1
428745.71,10.06,4.89,217954.24,5.11
428693.98,10.06,4.89,217830.86,5.11
428642.26,10.06,4.89,217830.86,5.11
428590.54,10.06,4.89,217830.86,5.11
428307.69,10.06,4.89,217554.32,5.11
428444.51,10.06,4.89,217554.32,5.11
428392.79,10.06,4.89,217576.57,5.11
428529.61,10.07,4.9,217566.94,5.11
428477.89,10.07,4.9,217554.32,5.11
428915.23,10.08,4.91,218298.87,5.13
428863.5,10.08,4.91,218374.75,5.13
428811.78,10.08,4.91,218374.75,5.14
428362.72,10.07,4.9,217972.32,5.13
428310.99,10.08,4.9,217972.32,5.13
428259.27,10.08,4.9,217995.63,5.13
427965.14,10.07,4.9,217774.48,5.12
427913.41,10.07,4.9,217753.69,5.13
428185.82,10.08,4.91,217807.57,5.13
428739.41,10.09,4.92,219476.62,5.17
428740.86,10.09,4.92,219478.61,5.17
428804.48,10.1,4.93,218988.48,5.16
428777.97,10.1,4.93,218823.17,5.15
428726.24,10.1,4.93,218823.17,5.16
428674.52,10.1,4.93,218823.17,5.16
429053.21,10.11,4.94,218828.13,5.16
429001.48,10.11,4.94,218826.84,5.16
429001.48,10.11,4.94,218845.62,5.16
429138.31,10.12,4.95,218842.06,5.16
429144.26,10.12,4.95,218844.82,5.16
429092.54,10.12,4.95,219193.36,5.17
429229.36,10.12,4.95,219410.13,5.18
428878.95,10.12,4.94,218844.72,5.16
429151.36,10.13,4.95,219629.8,5.18
429099.63,10.13,4.95,219629.8,5.18
429047.91,10.13,4.96,219629.8,5.18
428753.78,10.12,4.95,219323.78,5.18
428890.6,10.13,4.95,219323.78,5.18
428838.88,10.13,4.96,219326.98,5.18
428787.16,10.13,4.96,219324.5,5.18
428923.98,10.13,4.96,219323.78,5.18
428872.26,10.14,4.96,219323.78,5.18
429009.08,10.14,4.97,219890.9,5.2
428957.36,10.14,4.97,219890.9,5.2
428905.64,10.14,4.97,219890.9,5.2
429276.35,10.15,4.98,219890.9,5.2
429279.25,10.15,4.98,219906.5,5.2
428985.12,10.15,4.97,219609.16,5.19
428933.4,10.15,4.98,219665.08,5.2
428881.67,10.15,4.98,219611.05,5.2
429018.5,10.15,4.98,219611.33,5.2
428018.5,10.13,4.96,218611.33,5.18
428155.33,10.14,4.97,219325.23,5.19
428292.15,10.14,4.97,219597.27,5.2
427929.71,10.14,4.96,219210.49,5.19
427877.99,10.14,4.96,219210.49,5.19
427826.26,10.14,4.97,219210.49,5.19
428098.67,10.15,4.97,219210.49,5.2
428460.82,10.16,4.98,219230.51,5.2
428597.65,10.16,4.99,219214.52,5.2
428545.92,10.16,4.99,219210.49,5.2
428494.2,10.16,4.99,220159.04,5.22
428442.48,10.16,4.99,220118.2,5.22
428813.19,10.17,5.0,220118.2,5.22
429183.91,10.18,5.01,220122.79,5.22
429132.19,10.19,5.01,220119.75,5.22
429269.01,10.19,5.02,220119.22,5.23
429639.73,10.2,5.03,220464.3,5.23
429588.01,10.2,5.03,220613.56,5.24
430105.1,10.22,5.04,221572.24,5.26
430338.68,10.22,5.05,222428.2,5.28
430044.55,10.22,5.04,222110.82,5.28
429992.83,10.22,5.05,222112.34,5.28
430363.55,10.23,5.06,222111.66,5.28
430363.55,10.23,5.06,222094.33,5.28
430311.82,10.23,5.06,222096.14,5.28
429949.38,10.22,5.05,222096.15,5.28
429752.49,10.22,5.05,221922.98,5.28
430114.64,10.23,5.06,222102.07,5.28
430062.92,10.23,5.06,222122.7,5.28
431029.56,10.25,5.08,223302.3,5.31
431473.87,10.27,5.09,223960.31,5.33
431256.88,10.26,5.09,223705.42,5.32
431205.16,10.26,5.09,223705.42,5.32
431153.43,10.26,5.09,223705.42,5.33
431101.71,10.27,5.09,223705.42,5.33
430820.47,10.26,5.09,223705.42,5.33
430526.34,10.25,5.08,223444.02,5.32
430474.62,10.25,5.08,223444.02,5.32
430422.89,10.26,5.08,223704.13,5.33
430876.27,10.27,5.1,223663.01,5.33
430824.54,10.27,5.1,224276.59,5.35
430772.82,10.27,5.1,224276.59,5.35
430721.1,10.27,5.1,224276.59,5.35
430857.92,10.28,5.1,224294.32,5.35
430862.2,10.28,5.1,224314.19,5.35
430387.1,10.27,5.09,223803.08,5.34
430523.92,10.27,5.1,223787.9,5.34
430977.3,10.28,5.11,223785.35,5.34
430805.59,10.28,5.11,223965.25,5.34
430942.42,10.29,5.11,224078.96,5.35
431079.24,10.29,5.12,224448.94,5.36
431027.52,10.29,5.12,224780.15,5.37
430975.79,10.29,5.12,224780.15,5.37
431337.95,10.3,5.13,224780.15,5.37
431286.22,10.3,5.13,224780.15,5.37
431234.5,10.31,5.13,224824.07,5.37
431182.78,10.31,5.13,224782.58,5.37
431131.05,10.31,5.14,224780.15,5.37
431403.46,10.32,5.14,225576.98,5.39
431351.73,10.32,5.15,225534.53,5.39
431300.01,10.32,5.15,225534.53,5.4
431248.29,10.32,5.15,225534.53,5.4
431027.57,10.32,5.14,225313.07,5.39
431398.29,10.33,5.15,225313.07,5.39
431346.56,10.33,5.15,225327.15,5.39
431483.39,10.33,5.16,225313.35,5.4
431280.0,10.33,5.16,225206.41,5.39
431228.27,10.33,5.16,225206.41,5.39
431365.1,10.33,5.16,225206.12,5.4
431313.38,10.34,5.16,226016.76,5.42
431261.65,10.34,5.16,226016.76,5.42
431209.93,10.34,5.17,226016.76,5.42
431158.2,10.34,5.17,226017.16,5.42
431106.48,10.34,5.17,226016.82,5.42
431054.76,10.34,5.17,226016.78,5.42
431003.03,10.34,5.17,226157.68,5.43
430951.31,10.34,5.17,226101.15,5.43
430598.87,10.34,5.16,225713.8,5.42
430871.27,10.34,5.17,225955.61,5.42
430819.55,10.35,5.17,225955.61,5.43
431190.27,10.36,5.18,225955.61,5.43
431140.27,10.36,5.18,225905.61,5.43
431510.98,10.37,5.19,225911.64,5.43
431216.85,10.36,5.19,225593.77,5.42
431165.13,10.36,5.19,225597.81,5.42
431113.4,10.36,5.19,225594.5,5.42
431409.55,10.37,5.2,227326.96,5.46
431873.84,10.38,5.21,227549.64,5.47
431589.96,10.38,5.21,227273.12,5.46
431124.88,10.37,5.2,226598.48,5.45
431261.71,10.37,5.2,226598.48,5.45
431209.99,10.38,5.2,226598.48,5.45
431482.39,10.38,5.21,226599.68,5.45
431619.22,10.39,5.22,226598.5,5.45
431891.63,10.4,5.22,226735.15,5.46
431839.9,10.4,5.23,226779.85,5.46
432165.27,10.41,5.24,226598.48,5.46
431841.13,10.4,5.23,226272.28,5.45
431977.96,10.41,5.23,227906.0,5.49
431926.24,10.41,5.24,227906.0,5.49
431810.82,10.41,5.23,227798.75,5.49
432083.23,10.41,5.24,227798.75,5.49
432220.06,10.42,5.25,227816.78,5.49
432168.33,10.42,5.25,227816.4,5.49
431754.54,10.43,5.26,227816.4,5.5
431550.41,10.43,5.25,227441.29,5.49
431351.94,10.42,5.25,227373.53,5.49
431677.31,10.43,5.26,227355.88,5.49
431625.59,10.43,5.26,227355.88,5.5
431573.86,10.43,5.26,228271.39,5.52
431710.69,10.44,5.27,228440.77,5.52
431658.96,10.44,5.27,228440.77,5.53
431795.79,10.45,5.27,228440.77,5.53
431744.06,10.45,5.27,228440.77,5.53
431692.34,10.45,5.28,228442.97,5.53
431640.62,10.45,5.28,228440.77,5.53
431588.89,10.45,5.28,228440.77,5.53
431725.72,10.46,5.28,228904.53,5.54
431673.99,10.46,5.28,228798.22,5.54
